Ticker,Industry,Score,IV0,GP_EV,PB,NCAV,GPOA,REV_G,IE_G,OMGN,Beta,Performance
GTES,66,0.0,-60.0883,19.7015,-146.9965,-119.2113,27.1217,-4.5376,5.7451,14.3331,1.286,0.1658
WAY,45,0.0,-94.1709,8.399,-208.6119,-117.4668,15.2016,19.2841,-50.2384,13.1127,,0.022
ZD,139,0.0,1.1855,59.6616,-91.4047,-131.1387,55.3807,2.7609,4.3379,14.1915,1.4042,-0.1271
ACMR,66,0.0,23.6905,27.9154,-134.3775,-50.8666,46.9139,40.2341,-18.3277,19.3063,1.7599,0.8033
BBW,125,0.0,31.7739,53.3625,-387.1455,-103.3632,244.7972,2.1168,-7.265,13.352,1.0999,0.3539
BMBL,34,0.0,113.3963,53.3637,-35.0924,-271.6111,42.7287,1.8837,42.2809,17.8953,1.7141,0.2534
CW,66,0.0,-57.7277,8.9302,-500.1854,-104.8822,37.0475,9.6935,-5.2133,17.3987,1.1457,0.8726
SPNS,33,0.0,-28.6831,17.91,-314.0062,-91.829,78.5762,5.4015,-6.5968,15.8282,1.278,0.5988
AAON,66,0.0,-70.4544,5.7753,-815.0878,-97.8446,40.5437,2.7485,-12.1538,17.4154,1.4366,0.2531
BRC,88,0.0,-20.5557,23.0385,-283.253,-97.203,68.0747,12.8383,-11.7707,15.6341,0.928,0.0653
OSK,9,0.0,76.5921,28.5783,-147.7406,-110.2538,40.1182,11.1028,-12.0584,9.9001,1.2373,0.3144
OLLI,41,0.0,-57.4433,13.3998,-427.736,-98.0944,72.1042,8.0395,-12.4038,10.9831,1.0291,0.045
VNT,66,0.0,-49.2902,20.899,-473.3934,-134.4973,50.007,-3.7542,-18.3452,18.0262,1.0278,0.2721
ROCK,138,0.0,-15.2971,23.0846,-171.1356,-82.1724,45.1899,-5.0062,-14.5395,11.7915,1.151,0.1374
CRNC,33,0.0,0.3433,48.0927,-250.1826,-163.8161,82.5199,12.5746,79.6946,13.9706,2.906,0.329
YUMC,127,0.0,-33.2601,9.9503,-311.3789,-109.4592,40.1274,2.8843,9.7205,10.7479,0.9547,-0.172
OGE,46,0.0,-71.1981,9.5644,-195.1801,-189.3243,13.7215,11.8628,-2.8659,25.5537,0.757,-0.0148
PLAY,127,0.0,-22.9805,85.1036,-450.873,-674.3468,111.8954,-3.2921,41.9586,11.2111,1.6715,-0.1298
GDEN,133,0.0,-97.859,33.8233,-150.61,-166.7854,43.6383,-37.7641,11.81,7.4629,1.1924,-0.2227
UP,143,0.0,-312.5961,0.2949,999999.0,-255.4952,999999.0,-36.7994,,,1.6159,0.5665
WHR,37,0.0,-70.7846,24.6864,-165.501,-254.8986,31.1564,-14.6389,-15.609,5.2147,1.4152,-0.1531
DOYU,34,0.0,51.1518,999999.0,-36.9686,108.448,264.2092,-22.7755,37.0626,,1.3821,-0.0469
CTM,116,0.0,-146.283,23.2531,-397.181,-97.6255,98.3285,-1.0586,-55.8615,,,-0.0116
AIN,140,0.0,-39.5324,16.7779,-230.3631,-96.8859,34.8705,7.2049,1.8994,11.7662,1.1876,-0.1892
TUYA,33,0.0,-67.9098,15.9061,-172.4185,-53.5041,88.6275,29.8391,-3.8002,,1.1764,-0.2524
GCL,33,0.0,-82.3181,9.013,-650.0414,-101.0562,67.8389,45.6586,-122.2972,2.2866,,-0.1015
EME,50,0.0,-4.4326,16.9947,-599.1994,-96.0073,172.9082,15.7614,-18.9362,9.2328,1.3534,0.784
AMBI,51,0.0,98.5696,11.4501,-80.1169,-253.5118,11.4659,25.4244,-33.8813,14.911,,-0.8899
XEL,113,0.0,-124.1753,8.9092,-205.269,-212.2338,12.6875,-5.0671,-10.8197,17.8366,0.6651,0.1422
BVN,82,0.0,-41.2785,10.3202,-106.4703,-117.1461,11.6604,40.1483,-12.3214,14.3369,0.7082,0.5189
ED,113,0.0,-94.2104,12.8924,-170.0687,-211.38,17.0291,4.0442,-3.8,17.9077,0.5982,-0.0999
CLX,135,0.0,-46.6341,16.0062,-3649.6705,-119.1798,114.6272,0.1551,2.0325,16.5681,0.5384,-0.2281
DLTR,41,0.0,-21.5797,33.3773,-419.46,-132.3048,102.313,4.7435,45.6127,8.323,1.0911,0.3063
ZBRA,66,0.0,-53.4074,15.0047,-413.0395,-112.2067,49.6911,8.6606,-18.1159,15.3584,1.2512,-0.082
ERII,66,0.0,-63.118,12.1636,-416.6136,-83.6976,73.4391,12.9327,4.4575,15.3158,1.3668,0.0751
PEG,113,0.0,-53.3404,8.6433,-255.0141,-173.5065,22.1465,-8.4275,-4.1158,22.9252,0.8387,-0.0166
EMN,74,0.0,-2.0578,16.1382,-169.8048,-151.887,22.827,1.8675,-5.8228,14.6664,1.0556,-0.2921
IRBT,37,0.0,-665.6034,99.6385,-125.0388,-281.9844,111.6175,-23.4376,68.8331,,1.6589,0.234
CDE,114,0.0,-9.9448,11.8448,-204.3713,-138.7111,20.7852,28.3486,-9.703,20.4415,1.4679,2.0791
JACK,127,0.0,-2.9394,20.9483,999999.0,-779.8478,53.9121,-7.15,,17.2465,1.2525,-0.4014
IT,102,0.0,-64.4084,12.7213,-2416.0121,-108.6051,225.0547,6.1022,-99.6916,18.4647,1.0735,-0.4115
WHD,97,0.0,2.4752,14.2694,-253.7637,-90.2444,47.3652,2.995,-18.7279,27.078,1.1154,-0.102
STNE,45,0.0,318.7879,64.0734,-139.0333,-79.6331,94.2086,12.1007,19.4105,47.9942,1.4199,0.7763
GFI,114,0.0,6.6319,9.9807,-379.0624,-113.902,31.5639,15.5731,-16.1717,40.2415,0.7432,0.6824
TIMB,139,0.0,-66.7159,6.9901,-744.4576,-108.6744,57.0802,9.5477,-1.4941,15.8715,0.8115,0.536
TR,136,0.0,-56.1136,12.1146,-261.5343,-97.5034,37.0036,-5.9982,-5.7468,13.8969,0.5609,0.1358
DIS,133,0.0,-56.2375,14.7855,-167.0484,-135.7769,22.4743,2.7706,6.6276,13.0406,1.0322,0.1465
CSL,135,0.0,-27.6702,11.4297,-624.3124,-108.6711,52.4303,9.0846,12.9268,22.8456,1.1347,-0.0281
HURN,116,0.0,-39.4904,16.1215,-466.3888,-113.1824,53.1251,9.1057,-5.336,12.027,0.8597,0.1477
KAI,66,0.0,-59.7718,10.8298,-477.7175,-102.207,44.3109,9.9942,-10.5493,16.3198,1.2349,-0.172
MHO,63,0.0,141.3944,36.4255,-106.5332,-17.3987,38.6827,11.6814,-16.7957,15.6747,1.3111,0.0927
FTS,46,0.0,-111.5686,12.0899,-122.0479,-235.6351,14.0114,0.7167,-10.8049,29.2804,0.6634,0.1073
SVV,105,0.0,-37.3994,48.9286,-280.4469,-202.2297,85.6866,2.4908,-12.1325,8.4669,,0.7685
SSD,66,0.0,-35.7913,15.1702,-364.9246,-95.2744,52.3707,0.8283,-7.941,19.5033,1.1566,0.136
LII,66,0.0,-48.7456,8.4455,-2388.7955,-103.1581,116.4881,7.2141,-198.0021,19.4859,1.2467,-0.1451
VSEC,83,0.0,-73.202,3.6618,-258.4259,-93.3294,7.7879,25.5255,-60.2312,8.6678,1.2668,0.4686
FIVE,41,0.0,-10.4836,34.197,-247.9799,-123.6192,105.715,8.9105,-14.0932,8.3533,1.5307,0.9827
RCMT,116,0.0,55.2189,50.9486,-377.3358,-95.6635,125.1969,5.7526,-29.8333,7.7003,0.8118,0.3628
SBLK,75,0.0,78.84,15.7982,-73.757,-149.2784,12.6925,33.3087,-49.4982,28.0106,0.8298,0.1933
FTAIN,85,0.0,-116.1892,11.8991,-3049.4438,-193.5667,20.282,49.3134,53.7374,14.6041,0.5173,0.0647
HBM,82,0.0,39.6561,15.1439,-114.7175,-158.4222,17.453,19.5976,-19.9656,20.8144,1.5093,1.0819
SIG,39,0.0,82.1317,132.1523,-139.9071,-138.8297,210.4183,-6.5164,34.3799,7.5032,1.4586,0.6629
TOUR,143,0.0,-42.7325,19.2148,-261.7705,-87.8672,118.2533,22.2299,-2.9718,15.5254,0.9143,-0.1887
UL,106,0.0,-27.8919,18.3032,-556.116,-130.2961,62.0705,1.9411,-8.6255,18.5152,0.6379,0.036
SHW,120,0.0,-68.1531,11.4045,-2184.1857,-115.4455,81.5423,0.2022,-9.0263,16.2863,0.9557,0.0005
ICFI,116,0.0,-19.4001,36.6684,-163.3886,-135.5518,53.106,2.8804,-7.0701,8.2109,1.0652,0.001
SFD,76,0.0,-4.7962,20.6554,-130.4185,-106.3781,26.6582,-3.4016,19.0731,7.5308,,0.085
WDC,48,0.0,51.5054,21.3659,-260.9002,-111.3534,45.373,50.7044,49.8506,22.3739,1.3942,2.3577
EPAM,45,0.0,-29.5843,17.3634,-264.7721,-84.9906,61.2418,0.7973,-4.5998,11.5184,1.3181,-0.0367
NPKI,97,0.0,-35.6125,14.6465,-164.3633,-90.3986,24.3723,4.7393,21.3955,14.8748,0.9683,1.2032
BKTI,121,0.0,-44.2858,19.2363,-529.9566,-87.2517,127.6586,3.3714,-39.9794,10.2204,1.2047,0.66
CHD,106,0.0,-59.2325,10.0706,-606.8791,-108.3859,49.8117,4.0764,-13.1089,19.0631,0.5606,-0.2396
JILL,7,0.0,162.5612,135.6051,-267.5633,-165.8592,307.5651,0.4628,-184.1878,12.5191,1.0403,-0.1851
HDL,127,0.0,-92.8406,2.0076,-3839.3517,-99.9967,255.9154,13.0587,-32.9045,8.7015,,-0.2614
GM,9,0.0,-33.1576,15.3157,-72.7311,-305.3714,13.9162,9.0781,3.9776,6.8202,1.3249,0.452
FSI,74,0.0,-15.4035,20.7915,-143.9959,-73.1836,31.4143,-0.2347,-8.0954,14.4125,1.3853,0.9668
BYD,65,0.0,19.1345,23.6765,-366.5899,-172.3077,46.1521,5.1873,9.3222,24.7782,1.199,0.1418
BGS,107,0.0,-150.339,17.1661,-93.0191,-437.8941,16.914,-6.2968,37.1837,11.0449,0.7444,-0.332
RCL,75,0.0,-51.914,10.2331,-732.851,-147.5602,28.5636,18.5971,-57.8894,24.9196,1.3777,0.3593
TK,75,0.0,351.5018,39.7439,-24.9775,47.9205,32.3525,-16.6966,-7.4886,27.2702,0.7683,0.6287
DOV,66,0.0,-54.6221,11.5986,-351.2217,-103.8082,36.8055,0.7994,-36.1765,15.5741,1.1033,0.0158
FLNT,2,0.0,-349.7491,83.527,-186.9493,-87.092,118.9979,-14.6703,27.4648,,1.3884,-0.1073
VERI,45,0.0,-640.2977,33.0876,-708.5621,-230.5576,56.4903,-7.35,64.7364,,2.1814,1.6203
AEHR,47,0.0,-99.2423,11.4017,-190.6355,-69.6024,24.2871,-10.9487,-10.1064,,1.716,2.2513
IMAX,66,0.0,-90.0486,11.5152,-372.0926,-99.679,34.9709,-6.0375,-9.4407,13.5179,0.9457,0.2327
INVX,97,0.0,-17.7861,19.3347,-130.6087,-67.4617,25.5666,18.9481,-191.3028,12.8999,1.0579,0.1675
HTO,147,0.0,-97.8486,11.8061,-130.3792,-272.4706,13.3452,11.6468,-10.83,22.7811,0.7532,-0.1209
ASM,82,0.0,-17.1379,10.9523,-190.561,-91.7414,23.6082,55.4041,-18.2998,21.9609,1.4576,1.7853
CMRE,75,0.0,233.8755,21.9468,-47.2509,-221.3698,14.5106,37.8778,-5.2971,22.2618,0.9861,0.1929
CZR,65,0.0,62.3854,34.1771,-126.8627,-571.8716,37.2221,-1.8262,7.2881,22.7523,1.6872,-0.2929
PANL,75,0.0,36.9933,18.3325,-65.1568,-185.8014,14.1302,7.4646,-28.2198,9.0299,0.8767,0.0313
SONO,37,0.0,-99.5998,63.2314,-305.9577,-91.055,332.2888,-8.2887,17.3596,,1.1388,0.5557
ALTG,66,0.0,-639.365,41.5575,-201.794,-484.949,44.5176,-0.0107,48.163,0.9912,1.6292,0.2595
CIG,46,0.0,194.6682,23.6839,-88.4575,-178.381,21.6203,8.8462,-11.0561,15.1277,0.8588,0.31
NOVT,66,0.0,-78.0487,8.5574,-620.0129,-104.179,40.2104,7.6654,-10.7264,13.0939,1.3289,-0.0145
CWCO,147,0.0,-37.3286,15.7746,-177.8862,-64.7686,39.2785,-25.6613,-12.2394,13.5011,0.7564,0.4092
AZ,66,0.0,-120.1844,1.1188,-2883.8002,-97.4165,999999.0,-37.0022,,,1.4715,0.075
EXC,113,0.0,-102.7929,10.2584,-168.6008,-254.4294,12.8461,5.9879,-4.5273,18.7033,0.7576,0.052
LVRO,105,0.0,-155.3446,48.207,-133.788,-139.899,64.3375,0.4798,35.6026,,0.7243,-0.5258
LXU,74,0.0,-172.1616,6.1039,-95.5648,-181.2878,5.9385,-12.0108,5.1494,,0.981,0.3293
NEON,66,0.0,-109.7691,2.3423,-876.8112,-88.9321,19946.6667,-18.83,4.2009,,1.7447,-0.6426
WLK,74,0.0,-54.4545,12.9853,-116.9233,-126.162,15.4265,-3.2356,-2.592,7.9559,1.0256,-0.2704
WLDN,83,0.0,-43.5048,34.196,-246.5062,-98.2719,81.2194,10.9201,-17.2624,5.5414,1.1236,1.2607
CPHC,133,0.0,-35.877,63.7466,-108.4438,-101.5588,70.3051,-1.6019,-2.8022,8.641,0.4852,-0.1346
BG,107,0.0,-5.579,24.6767,-93.806,-76.2239,25.336,-10.8028,7.3297,3.0447,0.7437,0.2503
WAB,122,0.0,-56.8942,9.5948,-313.486,-110.7475,25.1063,7.337,3.7153,15.4905,1.0669,0.096
WGS,130,0.0,-102.2062,8.4945,-969.5386,-98.9522,124.6334,54.4344,-7.5565,,1.9923,0.5525
AIR,3,0.0,-41.1312,17.9755,-170.367,-101.526,25.3324,19.906,-1.8322,6.4665,1.234,0.4608
CRH,23,0.0,-37.9436,17.5246,-267.5899,-121.9072,38.5615,1.7826,-5.6843,13.6315,1.2567,0.3079
SHLS,132,0.0,-45.7527,21.4565,-97.6375,-107.0044,21.0383,-18.3522,-2.1659,12.8184,1.6488,2.2577
PLXS,47,0.0,-53.884,11.0377,-266.2402,-79.4886,30.8492,-5.9254,-9.0946,4.7462,1.1177,0.0724
ELPC,46,0.0,-75.4121,4.1939,-404.035,-117.8487,12.6322,8.8303,-5.9742,11.8756,,0.4723
XYL,56,0.0,-61.935,10.7452,-264.2648,-104.4406,27.2735,16.2683,-6.9379,12.5088,1.0305,0.2924
WLY,21,0.0,-45.7555,40.4667,-314.5536,-159.0281,85.0228,-10.4314,-1.6885,14.7215,1.0294,-0.1732
HMY,114,0.0,-14.5409,9.001,-390.4685,-105.0121,37.1862,26.6584,-17.3997,18.3896,0.9646,0.0887
MMYT,143,0.0,-82.7384,6.5656,-931.8859,-96.0198,105.3863,20.8121,-8.2011,13.7625,1.4617,-0.2008
KEX,75,0.0,-33.4577,12.3017,-176.1295,-123.1402,19.8664,5.6357,-5.2271,13.8766,1.057,0.0352
VECO,66,0.0,-7.5998,27.716,-151.144,-72.2705,43.2652,7.6326,-14.6225,13.2597,1.5453,0.4273
TSQ,22,0.0,47.1326,22.3607,999999.0,-512.2007,30.7179,-0.7153,,14.0908,0.8925,-0.1628
HTHT,65,0.0,-92.0716,1.1177,-6319.9626,-104.6763,130.0,8.6133,-0.1796,22.2784,0.9487,0.0814
CCO,2,0.0,-590.1507,13.5072,999999.0,-1349.1102,43.1571,4.9536,,18.5475,1.3057,0.6802
BRKR,18,0.0,-63.8321,20.1927,-342.8764,-130.6786,44.2688,13.5571,-28.437,11.2643,1.3283,-0.0803
SRAD,34,0.0,-66.4301,11.7643,-611.5456,-113.8992,108.0824,26.0859,-6.5316,12.1602,1.2781,0.1775
NATL,94,0.0,30.9991,22.5266,-782.0757,-258.8624,37.1449,3.0064,-6.0241,11.7906,,0.3088
IAS,34,0.0,-42.6538,33.0052,-130.0694,-88.7473,43.4507,11.7487,-10.8367,12.1322,1.1938,0.2689
BKR,97,0.0,-23.8411,12.4898,-257.6318,-105.2937,29.6236,9.1077,-9.8975,12.1528,0.8926,0.0882
CCJ,103,0.0,-79.6717,2.958,-404.9972,-106.2831,11.1081,21.1772,-4.4308,16.3008,1.2065,1.5117
AES,46,0.0,-268.4609,5.774,-111.6477,-464.3387,6.589,-3.0786,-28.7218,16.5011,1.2507,0.1822
JBTM,66,0.0,-69.7448,15.6314,-258.0149,-98.484,39.9579,3.1002,-3.7142,6.9814,1.2213,-0.0007
COCO,13,0.0,-45.3161,12.7926,-663.9988,-86.1669,211.1097,4.5382,-27.8506,14.3058,0.9683,0.5008
MSEX,147,0.0,-80.9754,6.5944,-252.434,-167.8386,12.0447,15.3981,-5.1339,27.7313,0.8781,-0.0802
IOSP,74,0.0,-25.9113,26.0937,-194.4642,-81.4536,58.5716,-5.3058,-5.7846,9.8136,1.0903,-0.2263
NVRI,42,0.0,-219.7198,22.6481,-123.0796,-366.5926,24.4327,-0.9879,21.8643,3.2745,1.5108,0.8014
AIIO,9,0.0,-566.2111,2.5056,999999.0,-177.799,999999.0,-67.8702,,,0.8265,1.7651
UCTT,132,0.0,-16.9739,29.0025,-105.5478,-97.965,31.9724,20.934,-4.3023,4.3478,1.9791,0.3043
OPTT,46,0.0,-260.1725,2.5893,-265.7424,-86.6221,8.3262,6.0814,-37.7792,,2.2677,0.2561
PYPL,42,0.0,-7.3473,22.298,-326.5903,-93.1779,75.2696,6.8053,3.0117,18.1244,1.2423,0.0348
UNF,102,0.0,-34.8417,27.2895,-155.6085,-88.4258,43.8389,8.7049,-5.2172,7.5626,1.0996,-0.1161
DRD,114,0.0,-92.1619,0.7756,-3394.4055,-100.4564,28.3659,13.5255,-9.807,25.8105,0.9131,0.6312
STRF,33,0.0,-134.1385,1.153,-119.6572,-133.6038,1.3158,-5.0593,-742.0425,,,0.2377
NVX,66,0.0,-141.2874,0.6271,-458.1833,-104.9504,2.5775,-27.3151,25.1968,,1.927,0.4685
INSE,33,0.0,-114.5231,39.9663,999999.0,-217.7992,73.5632,-7.9901,,10.3332,1.0924,-0.1244
GTM,33,0.0,-106.4286,23.0583,-198.1278,-227.0976,36.8353,-1.9352,20.0915,8.0423,1.5574,0.1131
EPSM,13,0.0,-94.8137,2.45,-799.18,-87.8473,20.0231,-57.1237,-4.2622,3.2585,,2.5374
NRGV,66,0.0,-541.7304,5.9849,-103.3864,-91.3224,6.2391,-86.4734,43.5836,,1.792,2.8087
INVE,35,0.0,-90.0817,999999.0,-48.5139,99.2096,1.8455,-38.7087,-107.4389,,1.2325,0.21
OCG,102,0.0,-88.1089,1.0804,-126.501,-38.5272,1.5992,-60.5907,-9.5712,,1.2519,-0.0588
CNNE,127,0.0,-143.0038,0.2422,-64.7398,-116.4395,0.156,-21.7164,21.3884,,1.2136,-0.042
MSTR,33,0.0,-109.6944,0.3978,-421.3696,-109.5425,1.3158,-5.0593,-742.0425,,2.4492,-0.119
DQ,132,0.0,-120.0048,-3.9014,-103.412,-61.1729,-5.6611,-55.4066,9.1562,,1.4072,0.5917
API,33,0.0,-101.717,6.6685,-262.729,-86.5532,24.4505,-5.8514,5.306,,2.0107,-0.1203
RCKY,134,0.0,17.1355,69.1342,-57.6656,-84.0471,50.1089,-1.7454,-3.8778,6.8462,1.445,0.6093
SBGI,22,0.0,141.6346,41.7022,-200.1642,-461.9122,46.4539,13.21,-133.4842,14.9662,1.3075,-0.1409
TYGO,132,0.0,-629.2707,-5.898,-594.5868,-115.2138,-14.334,-62.8087,86.6532,,0.6403,1.7927
TRON,125,0.0,-400.523,15.2442,-122.1439,-61.4784,19.2681,-25.1565,-28.2904,,,5.0133
PSNY,9,0.0,-671.9943,-13.6771,999999.0,-330.1913,-99.254,-14.1085,,,1.6103,-0.1635
MVIS,66,0.0,-222.261,-1.2174,-562.8401,-94.7667,-40.0905,-35.3079,49.095,,1.6025,-0.0328
MBLY,33,0.0,-108.5707,6.9087,-100.534,-85.1624,6.9506,-20.4425,19.0096,,,-0.1242
GORO,114,0.0,-366.5098,-43.6093,-178.1905,-308.2783,-79.8714,-32.746,66.0777,,1.4561,0.4063
ADAM,33,0.0,,,-39.076,-1515.658,,-21.5637,13.3277,,1.1374,0.1334
SURG,2,0.0,-494.0629,-35.8603,-312.9686,-80.2063,-191.0842,-55.6071,46.2685,,0.9442,0.1681
ARBE,45,0.0,-360.7339,-0.8074,-404.0464,-78.7225,-2.723,-47.7551,46.5564,,0.9681,0.8208
ADUR,74,0.0,-122.8254,,-1785.5031,-96.4289,,-31.496,-85.5251,,,1.8957
BLW,102,0.0,,,-94.4365,-173.4228,,-29.6207,-2.0884,,0.6049,0.0455
IAC,34,0.0,-126.5018,63.1882,-54.7642,-118.6055,42.4411,-12.7829,7.1297,,1.2651,-0.2069
SKBL,50,0.0,-99.5913,0.8998,-3644.396,-99.1994,14.6567,-5.7599,-182.4726,3.3774,,-0.6921
LGO,84,0.0,-313.6478,-20.0204,-59.9082,-152.7912,-12.5422,-37.1263,33.0615,,1.4013,-0.2406
QVCGA,27,0.0,1808.1997,83.1532,999999.0,-8866.5973,110.5412,-8.044,,6.8546,1.9182,0.2189
TEL,48,0.0,-41.1147,12.0299,-339.0895,-104.7167,35.4977,-1.1787,-7.13,18.8261,1.1167,0.7343
CACI,45,0.0,-34.9523,6.6938,-220.9736,-132.9419,11.396,12.6372,-10.6798,8.8572,0.9589,0.4368
ADI,132,0.0,-88.3136,5.2025,-279.2177,-107.361,13.3219,-23.3909,1.0932,21.9584,1.453,0.1877
VRA,7,0.0,-305.5137,560.2991,-35.6024,-27.3939,125.7421,-21.0738,31.1524,,1.4789,0.0234
ARKO,57,0.0,-86.9238,33.3859,-126.2699,-624.4355,40.0916,-7.2681,-0.1991,1.09,1.1833,0.068
XPO,143,0.0,-68.3835,5.6539,-814.6557,-133.1528,19.2957,4.2355,-26.4613,8.6843,1.4078,0.1207
COMM,121,0.0,-764.3864,14.252,999999.0,-731.8498,24.4682,-7.8726,,6.3888,1.9404,2.1095
SORA,105,0.0,-100.7072,1.4491,-6934.4334,-99.3975,36.2274,-6.3518,,1.2963,,0.3342
ADEA,33,0.0,-43.4973,,-363.3727,-130.5037,,-3.283,-11.2021,37.8332,1.2113,0.3102
DOGZ,88,0.0,-107.6816,0.8419,-487.3281,-100.8212,4.1668,-15.5623,-0.0859,,1.0663,-0.601
QUBT,33,0.0,-106.2381,0.012,-943.958,-96.7376,0.3952,4.1899,-56.1606,,2.3424,0.9369
USAS,82,0.0,-143.2544,-2.2329,-556.0911,-133.1321,-12.3623,-3.2687,25.9709,,1.3284,2.312
ONEG,63,0.0,-133.0585,7.6372,-233.4239,-59.8624,11.1643,-16.1637,-115.6866,3.1501,,3.8257
CDLX,34,0.0,-580.9705,50.1041,-133.2815,-249.4291,55.4583,-9.9953,48.0756,,2.4856,0.0549
SMRT,45,0.0,-124.8883,76.9869,-76.306,-40.7203,41.0594,-26.1584,15.4806,,1.4022,0.2
